user_id,monetary,recency,frequency,cluster,cluster_name
50210662,10000,335,1,1,lowest-spending users
48098636,50000,286,1,5, low_spending users
55449565,20000,244,1,1,lowest-spending users
26914428,500000,225,1,4,high-spending users
44037357,20000,199,1,1,lowest-spending users
43664265,100000,1,1,0,low-moderate-spending users
50989773,10000,128,1,1,lowest-spending users
18672887,200000,125,1,2,moderate-spending users
38869380,100000,110,1,0,low-moderate-spending users
53056681,300000,78,1,2,moderate-spending users
43420742,10000,33,1,1,lowest-spending users
8007865,10000,14,1,1,lowest-spending users
52933584,100000,256,1,0,low-moderate-spending users
48933367,20000,212,1,1,lowest-spending users
39288898,50000,133,1,5, low_spending users
46867541,20000,69,1,1,lowest-spending users
32944662,20000,36,1,1,lowest-spending users
4822694,50000,31,1,5, low_spending users
33804946,30000,356,1,1,lowest-spending users
32911512,10000,314,1,1,lowest-spending users
42865976,10000,279,1,1,lowest-spending users
52457504,50000,218,1,5, low_spending users
53812483,100000,168,1,0,low-moderate-spending users
40365286,20000,124,1,1,lowest-spending users
46442441,20000,121,1,1,lowest-spending users
40969999,20000,115,1,1,lowest-spending users
46856157,100000,41,1,0,low-moderate-spending users
54176747,200000,41,1,2,moderate-spending users
35011839,50000,32,1,5, low_spending users
35472671,100000,24,1,0,low-moderate-spending users
48647139,30000,280,1,1,lowest-spending users
49189966,20000,157,1,1,lowest-spending users
59058605,50000,44,1,5, low_spending users
50511858,30000,23,1,1,lowest-spending users
47357358,20000,358,1,1,lowest-spending users
36803505,10000,271,1,1,lowest-spending users
56044712,10000,104,1,1,lowest-spending users
31939157,10000,93,1,1,lowest-spending users
40793821,20000,33,1,1,lowest-spending users
56573261,10000,32,1,1,lowest-spending users
40430816,10000,278,1,1,lowest-spending users
52666457,50000,271,1,5, low_spending users
37660512,10000,255,1,1,lowest-spending users
34298848,50000,254,1,5, low_spending users
21431979,200000,235,1,2,moderate-spending users
51825712,10000,154,1,1,lowest-spending users
54923415,200000,114,1,2,moderate-spending users
52222359,50000,23,1,5, low_spending users
49295204,20000,209,1,1,lowest-spending users
45526857,20000,173,1,1,lowest-spending users
41276542,30000,120,1,1,lowest-spending users
39196146,50000,101,1,5, low_spending users
54301318,50000,50,1,5, low_spending users
45863161,10000,41,1,1,lowest-spending users
45081677,100000,1,1,0,low-moderate-spending users
18002598,20000,141,1,1,lowest-spending users
50850483,300000,111,1,2,moderate-spending users
50104548,20000,22,1,1,lowest-spending users
48909769,20000,17,1,1,lowest-spending users
49349061,20000,297,1,1,lowest-spending users
40115852,10000,277,1,1,lowest-spending users
18203903,10000,261,1,1,lowest-spending users
31672193,50000,240,1,5, low_spending users
38456660,10000,187,1,1,lowest-spending users
45829676,30000,291,1,1,lowest-spending users
45608752,100000,176,1,0,low-moderate-spending users
45401894,20000,170,1,1,lowest-spending users
56243641,10000,163,1,1,lowest-spending users
47673247,50000,99,1,5, low_spending users
31841430,20000,324,1,1,lowest-spending users
45181903,10000,320,1,1,lowest-spending users
46642352,200000,311,1,2,moderate-spending users
42805790,20000,309,1,1,lowest-spending users
40547172,100000,175,1,0,low-moderate-spending users
39874072,20000,160,1,1,lowest-spending users
51717308,10000,4,1,1,lowest-spending users
44408437,10000,220,1,1,lowest-spending users
11362928,100000,198,1,0,low-moderate-spending users
42333365,100000,175,1,0,low-moderate-spending users
7434971,100000,155,1,0,low-moderate-spending users
41011224,10000,105,1,1,lowest-spending users
48855660,100000,73,1,0,low-moderate-spending users
21194049,50000,323,1,5, low_spending users
47536459,20000,312,1,1,lowest-spending users
39026460,10000,283,1,1,lowest-spending users
55293364,30000,193,1,1,lowest-spending users
37735030,10000,182,1,1,lowest-spending users
43813187,10000,161,1,1,lowest-spending users
53454874,10000,75,1,1,lowest-spending users
39003314,100000,52,1,0,low-moderate-spending users
52445533,20000,358,1,1,lowest-spending users
50383789,10000,276,1,1,lowest-spending users
53333901,10000,249,1,1,lowest-spending users
4513555,20000,331,1,1,lowest-spending users
42282565,20000,326,1,1,lowest-spending users
43979713,20000,253,1,1,lowest-spending users
50884841,50000,131,1,5, low_spending users
44489948,200000,100,1,2,moderate-spending users
32852992,50000,99,1,5, low_spending users
55124963,20000,90,1,1,lowest-spending users
7869268,20000,44,1,1,lowest-spending users
38688616,30000,14,1,1,lowest-spending users
36609531,100000,265,1,0,low-moderate-spending users
56461359,20000,103,1,1,lowest-spending users
36557672,20000,46,1,1,lowest-spending users
41598170,50000,13,1,5, low_spending users
59060268,20000,6,1,1,lowest-spending users
6242293,50000,303,1,5, low_spending users
50911359,50000,282,1,5, low_spending users
2523521,10000,280,1,1,lowest-spending users
49083351,20000,274,1,1,lowest-spending users
47113005,200000,103,1,2,moderate-spending users
47169441,50000,25,1,5, low_spending users
44490472,50000,346,1,5, low_spending users
41151453,10000,228,1,1,lowest-spending users
46502272,50000,205,1,5, low_spending users
34939565,50000,196,1,5, low_spending users
36022130,50000,144,1,5, low_spending users
47926717,20000,23,1,1,lowest-spending users
46344299,10000,235,1,1,lowest-spending users
39862625,20000,208,1,1,lowest-spending users
40817585,50000,192,1,5, low_spending users
33509733,10000,91,1,1,lowest-spending users
32305734,10000,280,1,1,lowest-spending users
42240384,50000,189,1,5, low_spending users
51239141,10000,149,1,1,lowest-spending users
55221631,20000,137,1,1,lowest-spending users
36237604,50000,134,1,5, low_spending users
41462315,50000,119,1,5, low_spending users
51597832,100000,79,1,0,low-moderate-spending users
32970670,20000,71,1,1,lowest-spending users
41230179,10000,186,1,1,lowest-spending users
49792366,20000,165,1,1,lowest-spending users
36627908,20000,153,1,1,lowest-spending users
47883288,20000,135,1,1,lowest-spending users
44097715,50000,124,1,5, low_spending users
48811235,10000,33,1,1,lowest-spending users
32910470,100000,26,1,0,low-moderate-spending users
29449058,100000,299,1,0,low-moderate-spending users
47628375,100000,210,1,0,low-moderate-spending users
41547347,10000,134,1,1,lowest-spending users
43231096,100000,73,1,0,low-moderate-spending users
57425264,10000,71,1,1,lowest-spending users
18323293,200000,30,1,2,moderate-spending users
21102943,50000,284,1,5, low_spending users
40884638,10000,202,1,1,lowest-spending users
35198846,10000,115,1,1,lowest-spending users
9095637,100000,107,1,0,low-moderate-spending users
16483360,50000,81,1,5, low_spending users
46574068,200000,357,1,2,moderate-spending users
44617121,50000,339,1,5, low_spending users
41547645,20000,246,1,1,lowest-spending users
42909491,10000,200,1,1,lowest-spending users
20701905,20000,55,1,1,lowest-spending users
23456872,50000,364,1,5, low_spending users
41079296,30000,332,1,1,lowest-spending users
16835393,10000,307,1,1,lowest-spending users
45829942,100000,88,1,0,low-moderate-spending users
43162483,100000,65,1,0,low-moderate-spending users
43470852,10000,65,1,1,lowest-spending users
49405497,10000,50,1,1,lowest-spending users
57692119,20000,33,1,1,lowest-spending users
50859603,20000,136,1,1,lowest-spending users
29622869,20000,118,1,1,lowest-spending users
31512723,20000,102,1,1,lowest-spending users
48594742,20000,76,1,1,lowest-spending users
14904918,50000,352,1,5, low_spending users
41664407,10000,280,1,1,lowest-spending users
45321997,100000,232,1,0,low-moderate-spending users
34993359,20000,156,1,1,lowest-spending users
31771125,100000,149,1,0,low-moderate-spending users
50968296,20000,108,1,1,lowest-spending users
57667476,10000,96,1,1,lowest-spending users
3560925,30000,29,1,1,lowest-spending users
57524259,20000,18,1,1,lowest-spending users
29862147,10000,351,1,1,lowest-spending users
43083794,50000,302,1,5, low_spending users
54080371,100000,152,1,0,low-moderate-spending users
41158815,20000,149,1,1,lowest-spending users
45980049,200000,121,1,2,moderate-spending users
42844390,20000,89,1,1,lowest-spending users
18806970,100000,74,1,0,low-moderate-spending users
45225292,20000,59,1,1,lowest-spending users
34718100,50000,50,1,5, low_spending users
50135102,10000,15,1,1,lowest-spending users
30819858,200000,15,1,2,moderate-spending users
46248527,50000,260,1,5, low_spending users
36871978,20000,233,1,1,lowest-spending users
52707502,30000,259,1,1,lowest-spending users
49816986,100000,185,1,0,low-moderate-spending users
45808113,10000,180,1,1,lowest-spending users
53758437,100000,178,1,0,low-moderate-spending users
48577092,50000,154,1,5, low_spending users
41647988,10000,9,1,1,lowest-spending users
46438033,30000,350,1,1,lowest-spending users
39905874,50000,303,1,5, low_spending users
32866540,50000,206,1,5, low_spending users
19561398,100000,155,1,0,low-moderate-spending users
31889768,50000,71,1,5, low_spending users
47595875,20000,37,1,1,lowest-spending users
39849767,100000,347,1,0,low-moderate-spending users
48610242,10000,278,1,1,lowest-spending users
43625688,50000,187,1,5, low_spending users
35823536,50000,122,1,5, low_spending users
9023589,20000,113,1,1,lowest-spending users
52076915,500000,96,1,4,high-spending users
46912098,10000,71,1,1,lowest-spending users
44405457,20000,65,1,1,lowest-spending users
41557108,20000,60,1,1,lowest-spending users
33522694,20000,215,1,1,lowest-spending users
45278608,200000,116,1,2,moderate-spending users
42058043,100000,109,1,0,low-moderate-spending users
45892023,10000,49,1,1,lowest-spending users
44194397,10000,139,1,1,lowest-spending users
3550191,10000,137,1,1,lowest-spending users
53033913,10000,106,1,1,lowest-spending users
49460522,200000,87,1,2,moderate-spending users
9465022,30000,42,1,1,lowest-spending users
54532945,10000,5,1,1,lowest-spending users
43884090,300000,346,1,2,moderate-spending users
4474454,100000,337,1,0,low-moderate-spending users
41770066,50000,330,1,5, low_spending users
43529312,20000,299,1,1,lowest-spending users
40967191,50000,232,1,5, low_spending users
48579468,10000,96,1,1,lowest-spending users
53872016,20000,85,1,1,lowest-spending users
5534649,10000,276,1,1,lowest-spending users
41659412,20000,236,1,1,lowest-spending users
38567958,100000,227,1,0,low-moderate-spending users
35845889,50000,224,1,5, low_spending users
43554676,100000,215,1,0,low-moderate-spending users
50370029,50000,127,1,5, low_spending users
34350189,10000,99,1,1,lowest-spending users
16036517,20000,65,1,1,lowest-spending users
47894672,30000,300,1,1,lowest-spending users
52957812,10000,200,1,1,lowest-spending users
46015724,300000,149,1,2,moderate-spending users
52527027,10000,73,1,1,lowest-spending users
49151297,10000,61,1,1,lowest-spending users
48142646,10000,3,1,1,lowest-spending users
36729883,100000,294,1,0,low-moderate-spending users
52939810,20000,259,1,1,lowest-spending users
51716515,10000,146,1,1,lowest-spending users
44950903,10000,115,1,1,lowest-spending users
57186793,10000,97,1,1,lowest-spending users
34175007,30000,57,1,1,lowest-spending users
44434491,50000,243,1,5, low_spending users
31405879,200000,177,1,2,moderate-spending users
57553748,50000,100,1,5, low_spending users
37336156,100000,37,1,0,low-moderate-spending users
47954566,20000,20,1,1,lowest-spending users
42970404,10000,315,1,1,lowest-spending users
38363264,20000,94,1,1,lowest-spending users
12271416,100000,6,1,0,low-moderate-spending users
20823559,30000,310,1,1,lowest-spending users
47557621,50000,212,1,5, low_spending users
48625453,50000,191,1,5, low_spending users
56213001,50000,84,1,5, low_spending users
50066967,20000,42,1,1,lowest-spending users
31755459,50000,32,1,5, low_spending users
20016834,50000,366,1,5, low_spending users
50511128,20000,347,1,1,lowest-spending users
35788159,100000,295,1,0,low-moderate-spending users
36444439,10000,293,1,1,lowest-spending users
45289906,50000,292,1,5, low_spending users
48635881,10000,291,1,1,lowest-spending users
51340183,200000,253,1,2,moderate-spending users
34542683,20000,180,1,1,lowest-spending users
51984561,20000,173,1,1,lowest-spending users
53238693,30000,135,1,1,lowest-spending users
57915081,10000,104,1,1,lowest-spending users
43894507,50000,342,1,5, low_spending users
30826439,20000,325,1,1,lowest-spending users
34431918,100000,301,1,0,low-moderate-spending users
44193507,100000,250,1,0,low-moderate-spending users
40009664,20000,214,1,1,lowest-spending users
43001230,100000,199,1,0,low-moderate-spending users
51352197,20000,182,1,1,lowest-spending users
56500154,50000,78,1,5, low_spending users
44743745,50000,42,1,5, low_spending users
8206637,20000,35,1,1,lowest-spending users
35914966,50000,21,1,5, low_spending users
49430893,100000,231,1,0,low-moderate-spending users
44996073,10000,230,1,1,lowest-spending users
51052959,10000,171,1,1,lowest-spending users
42327649,30000,111,1,1,lowest-spending users
48057102,30000,13,1,1,lowest-spending users
14620840,100000,348,1,0,low-moderate-spending users
2251677,20000,344,1,1,lowest-spending users
35890870,100000,292,1,0,low-moderate-spending users
54811542,50000,242,1,5, low_spending users
44233255,50000,196,1,5, low_spending users
55767166,10000,29,1,1,lowest-spending users
49779766,50000,358,1,5, low_spending users
43572624,50000,102,1,5, low_spending users
41428845,50000,96,1,5, low_spending users
4957124,20000,77,1,1,lowest-spending users
45445498,20000,57,1,1,lowest-spending users
49826607,100000,218,1,0,low-moderate-spending users
39423969,200000,219,1,2,moderate-spending users
48390177,10000,195,1,1,lowest-spending users
52538732,200000,170,1,2,moderate-spending users
8199306,50000,83,1,5, low_spending users
16161867,20000,65,1,1,lowest-spending users
56174264,10000,46,1,1,lowest-spending users
46619275,10000,33,1,1,lowest-spending users
44983146,100000,18,1,0,low-moderate-spending users
43364312,100000,146,1,0,low-moderate-spending users
32183350,20000,19,1,1,lowest-spending users
6041564,200000,21,1,2,moderate-spending users
32634003,100000,247,1,0,low-moderate-spending users
44793480,10000,198,1,1,lowest-spending users
43629252,50000,119,1,5, low_spending users
46915665,50000,95,1,5, low_spending users
4430713,50000,91,1,5, low_spending users
37311648,10000,43,1,1,lowest-spending users
43005429,50000,8,1,5, low_spending users
41630041,100000,302,1,0,low-moderate-spending users
13964331,100000,265,1,0,low-moderate-spending users
49069331,30000,238,1,1,lowest-spending users
52770127,10000,216,1,1,lowest-spending users
55594211,10000,203,1,1,lowest-spending users
45749127,20000,174,1,1,lowest-spending users
25885274,100000,107,1,0,low-moderate-spending users
35674045,50000,78,1,5, low_spending users
30501562,50000,58,1,5, low_spending users
46745804,30000,347,1,1,lowest-spending users
45487848,20000,256,1,1,lowest-spending users
48215702,20000,227,1,1,lowest-spending users
51858473,50000,214,1,5, low_spending users
33066325,20000,44,1,1,lowest-spending users
57814392,100000,18,1,0,low-moderate-spending users
41401640,20000,5,1,1,lowest-spending users
45814345,50000,355,1,5, low_spending users
45805855,20000,312,1,1,lowest-spending users
31592205,30000,230,1,1,lowest-spending users
43523181,20000,202,1,1,lowest-spending users
29917410,50000,150,1,5, low_spending users
50018300,10000,119,1,1,lowest-spending users
41508049,10000,106,1,1,lowest-spending users
45374761,20000,363,1,1,lowest-spending users
47018965,30000,359,1,1,lowest-spending users
44965130,20000,335,1,1,lowest-spending users
45825268,100000,297,1,0,low-moderate-spending users
36870467,50000,291,1,5, low_spending users
48020540,10000,279,1,1,lowest-spending users
43458853,50000,276,1,5, low_spending users
5552245,100000,271,1,0,low-moderate-spending users
50219058,100000,216,1,0,low-moderate-spending users
55972438,200000,56,2,2,moderate-spending users
41469606,100000,138,1,0,low-moderate-spending users
44184725,50000,32,1,5, low_spending users
48869217,200000,364,1,2,moderate-spending users
48655240,20000,237,1,1,lowest-spending users
26784001,200000,128,1,2,moderate-spending users
53147295,10000,119,1,1,lowest-spending users
38572252,10000,111,1,1,lowest-spending users
36948274,50000,2,1,5, low_spending users
39846258,50000,357,1,5, low_spending users
43887176,20000,338,1,1,lowest-spending users
16835548,50000,289,1,5, low_spending users
44802093,20000,280,1,1,lowest-spending users
40031971,30000,43,1,1,lowest-spending users
59619838,20000,37,1,1,lowest-spending users
48555103,20000,257,1,1,lowest-spending users
41779046,20000,84,1,1,lowest-spending users
45042937,50000,78,1,5, low_spending users
15365112,10000,277,1,1,lowest-spending users
50754059,110000,53,2,0,low-moderate-spending users
33557502,100000,166,1,0,low-moderate-spending users
40656332,50000,149,1,5, low_spending users
50389872,100000,140,1,0,low-moderate-spending users
33375527,20000,34,1,1,lowest-spending users
45646694,50000,350,1,5, low_spending users
48347996,100000,299,1,0,low-moderate-spending users
48766286,10000,288,1,1,lowest-spending users
53665024,30000,254,1,1,lowest-spending users
47644846,10000,182,1,1,lowest-spending users
58608960,30000,85,1,1,lowest-spending users
39018975,200000,79,1,2,moderate-spending users
44414792,20000,9,1,1,lowest-spending users
47642075,40000,209,2,5, low_spending users
39169829,20000,277,1,1,lowest-spending users
43619803,100000,236,1,0,low-moderate-spending users
51503297,10000,337,1,1,lowest-spending users
50011974,100000,328,1,0,low-moderate-spending users
49350653,50000,269,1,5, low_spending users
41222230,100000,191,1,0,low-moderate-spending users
3601103,20000,106,1,1,lowest-spending users
10459988,10000,88,1,1,lowest-spending users
43079667,10000,80,1,1,lowest-spending users
21039772,20000,48,1,1,lowest-spending users
7098799,100000,287,1,0,low-moderate-spending users
34535018,10000,265,1,1,lowest-spending users
47832248,10000,247,1,1,lowest-spending users
32414745,100000,179,1,0,low-moderate-spending users
39581003,20000,155,1,1,lowest-spending users
53040225,50000,68,1,5, low_spending users
30148198,20000,358,1,1,lowest-spending users
13077211,100000,343,1,0,low-moderate-spending users
53580032,20000,285,1,1,lowest-spending users
36980783,50000,211,1,5, low_spending users
32747989,20000,157,1,1,lowest-spending users
37109270,20000,112,1,1,lowest-spending users
57127455,10000,81,1,1,lowest-spending users
44228449,100000,34,1,0,low-moderate-spending users
36993349,10000,26,1,1,lowest-spending users
53780398,100000,17,1,0,low-moderate-spending users
36942532,100000,8,1,0,low-moderate-spending users
49483176,100000,7,1,0,low-moderate-spending users
35170279,50000,353,1,5, low_spending users
47906377,10000,352,1,1,lowest-spending users
31524929,20000,282,1,1,lowest-spending users
46071877,10000,246,1,1,lowest-spending users
19785079,10000,174,1,1,lowest-spending users
45827226,20000,129,1,1,lowest-spending users
4787455,50000,63,1,5, low_spending users
49926667,20000,54,1,1,lowest-spending users
32531095,50000,351,1,5, low_spending users
18944806,20000,331,1,1,lowest-spending users
44253467,100000,281,1,0,low-moderate-spending users
40532359,50000,233,1,5, low_spending users
49585809,50000,222,1,5, low_spending users
35643033,20000,130,1,1,lowest-spending users
54332625,100000,109,1,0,low-moderate-spending users
5340057,20000,349,1,1,lowest-spending users
47474224,30000,313,1,1,lowest-spending users
45642057,10000,186,1,1,lowest-spending users
43608273,10000,176,1,1,lowest-spending users
49783696,100000,115,1,0,low-moderate-spending users
54234091,10000,66,1,1,lowest-spending users
42303115,100000,45,1,0,low-moderate-spending users
54981357,10000,40,1,1,lowest-spending users
44509356,20000,346,1,1,lowest-spending users
45981166,10000,319,1,1,lowest-spending users
38860352,100000,307,1,0,low-moderate-spending users
36783288,100000,203,1,0,low-moderate-spending users
52968698,10000,123,1,1,lowest-spending users
45308607,20000,100,1,1,lowest-spending users
43828682,200000,88,1,2,moderate-spending users
37299351,100000,22,1,0,low-moderate-spending users
46497352,10000,13,1,1,lowest-spending users
40968697,20000,186,1,1,lowest-spending users
42227910,200000,133,1,2,moderate-spending users
53224487,100000,119,1,0,low-moderate-spending users
45887661,50000,101,1,5, low_spending users
57984038,20000,53,1,1,lowest-spending users
54209826,20000,50,1,1,lowest-spending users
31014731,50000,23,1,5, low_spending users
35430745,10000,10,1,1,lowest-spending users
36664880,200000,321,1,2,moderate-spending users
46804642,50000,306,1,5, low_spending users
8252734,10000,154,1,1,lowest-spending users
55071739,20000,140,1,1,lowest-spending users
19032423,100000,1,1,0,low-moderate-spending users
45934571,100000,244,1,0,low-moderate-spending users
44851997,50000,176,1,5, low_spending users
56807367,50000,147,1,5, low_spending users
49167934,300000,317,1,2,moderate-spending users
45220996,10000,297,1,1,lowest-spending users
49591474,30000,222,1,1,lowest-spending users
57116217,100000,158,1,0,low-moderate-spending users
36899707,50000,155,1,5, low_spending users
51474787,20000,152,1,1,lowest-spending users
44315376,10000,335,1,1,lowest-spending users
47983540,100000,263,1,0,low-moderate-spending users
46664980,10000,256,1,1,lowest-spending users
46570499,10000,223,1,1,lowest-spending users
46527213,50000,218,1,5, low_spending users
43877358,50000,169,1,5, low_spending users
42121770,100000,118,1,0,low-moderate-spending users
15283744,20000,41,1,1,lowest-spending users
55049907,100000,40,1,0,low-moderate-spending users
23355822,2500000,269,1,3,top-spending users
49241894,10000,130,1,1,lowest-spending users
43632830,30000,341,1,1,lowest-spending users
48262443,100000,332,1,0,low-moderate-spending users
41655826,20000,229,1,1,lowest-spending users
5807959,50000,215,1,5, low_spending users
45477632,200000,186,1,2,moderate-spending users
42393205,50000,158,1,5, low_spending users
48008618,50000,88,1,5, low_spending users
28339008,50000,19,1,5, low_spending users
46803331,10000,344,1,1,lowest-spending users
50516524,10000,170,1,1,lowest-spending users
25014198,30000,140,1,1,lowest-spending users
46960657,30000,97,1,1,lowest-spending users
41694575,50000,75,1,5, low_spending users
39603187,20000,58,1,1,lowest-spending users
56300876,50000,45,1,5, low_spending users
53692143,100000,43,1,0,low-moderate-spending users
3160085,10000,352,1,1,lowest-spending users
1636911,100000,346,1,0,low-moderate-spending users
56317879,10000,198,1,1,lowest-spending users
21165923,100000,164,1,0,low-moderate-spending users
52347875,20000,39,1,1,lowest-spending users
42993261,50000,23,1,5, low_spending users
41801247,50000,345,1,5, low_spending users
47028792,10000,340,1,1,lowest-spending users
49607641,20000,221,1,1,lowest-spending users
52957735,20000,144,1,1,lowest-spending users
38242317,10000,315,1,1,lowest-spending users
48256094,30000,313,1,1,lowest-spending users
15299041,20000,301,1,1,lowest-spending users
41805515,10000,266,1,1,lowest-spending users
48271746,50000,260,1,5, low_spending users
53370260,10000,197,1,1,lowest-spending users
44614070,200000,132,1,2,moderate-spending users
47936155,10000,66,1,1,lowest-spending users
47667697,50000,28,1,5, low_spending users
49952246,20000,15,1,1,lowest-spending users
50459249,200000,356,1,2,moderate-spending users
47459193,30000,320,1,1,lowest-spending users
45708188,20000,277,1,1,lowest-spending users
3781964,10000,219,1,1,lowest-spending users
37035739,20000,184,1,1,lowest-spending users
31724290,10000,136,1,1,lowest-spending users
48490237,10000,125,1,1,lowest-spending users
45605389,50000,107,1,5, low_spending users
45144219,20000,63,1,1,lowest-spending users
27818554,50000,39,1,5, low_spending users
45224780,20000,143,1,1,lowest-spending users
36216245,20000,128,1,1,lowest-spending users
13037924,10000,111,1,1,lowest-spending users
50892049,10000,30,1,1,lowest-spending users
42501148,20000,270,1,1,lowest-spending users
35315829,100000,206,1,0,low-moderate-spending users
38859293,20000,168,1,1,lowest-spending users
45385501,20000,158,1,1,lowest-spending users
30182104,20000,124,1,1,lowest-spending users
58382663,20000,75,1,1,lowest-spending users
41963714,100000,19,1,0,low-moderate-spending users
43183866,100000,305,1,0,low-moderate-spending users
48053633,20000,295,1,1,lowest-spending users
37853765,10000,287,1,1,lowest-spending users
34997387,10000,209,1,1,lowest-spending users
47050721,30000,94,1,1,lowest-spending users
42427603,200000,31,1,2,moderate-spending users
54343342,100000,11,1,0,low-moderate-spending users
53466868,50000,300,1,5, low_spending users
29228332,30000,85,1,1,lowest-spending users
44914536,20000,66,1,1,lowest-spending users
50135002,50000,56,1,5, low_spending users
52438486,200000,40,1,2,moderate-spending users
57148803,50000,14,1,5, low_spending users
39359996,100000,334,1,0,low-moderate-spending users
47806354,50000,327,1,5, low_spending users
32429315,20000,283,1,1,lowest-spending users
44472081,20000,276,1,1,lowest-spending users
33849930,20000,261,1,1,lowest-spending users
33488491,20000,222,1,1,lowest-spending users
43954312,100000,213,1,0,low-moderate-spending users
55947635,20000,185,1,1,lowest-spending users
20155300,10000,154,1,1,lowest-spending users
39289136,10000,308,1,1,lowest-spending users
11376239,20000,185,1,1,lowest-spending users
15843691,100000,145,1,0,low-moderate-spending users
16442084,50000,125,1,5, low_spending users
52576923,20000,90,1,1,lowest-spending users
49919405,30000,84,1,1,lowest-spending users
50445833,10000,4,1,1,lowest-spending users
41378420,100000,341,1,0,low-moderate-spending users
40075589,20000,320,1,1,lowest-spending users
53509172,30000,101,1,1,lowest-spending users
46488195,50000,338,1,5, low_spending users
1371994,20000,297,1,1,lowest-spending users
53135144,50000,296,1,5, low_spending users
42613468,20000,173,1,1,lowest-spending users
9850572,100000,166,1,0,low-moderate-spending users
44531202,10000,136,1,1,lowest-spending users
13586656,20000,55,1,1,lowest-spending users
44446611,10000,348,1,1,lowest-spending users
43326745,20000,340,1,1,lowest-spending users
43061705,50000,335,1,5, low_spending users
42320931,10000,311,1,1,lowest-spending users
53002352,200000,282,1,2,moderate-spending users
45207946,20000,279,1,1,lowest-spending users
3934510,10000,190,1,1,lowest-spending users
42951243,10000,187,1,1,lowest-spending users
49839972,100000,7,1,0,low-moderate-spending users
44056307,20000,334,1,1,lowest-spending users
38399188,10000,287,1,1,lowest-spending users
1553625,20000,247,1,1,lowest-spending users
39118322,100000,210,1,0,low-moderate-spending users
33530549,50000,195,1,5, low_spending users
36567024,20000,187,1,1,lowest-spending users
56788698,10000,6,1,1,lowest-spending users
31425968,100000,115,1,0,low-moderate-spending users
44572616,10000,105,1,1,lowest-spending users
35725821,100000,87,1,0,low-moderate-spending users
41420515,50000,33,1,5, low_spending users
47235999,10000,30,1,1,lowest-spending users
42758059,50000,20,1,5, low_spending users
45462538,50000,297,1,5, low_spending users
23755412,10000,240,1,1,lowest-spending users
49271303,200000,209,1,2,moderate-spending users
39573887,500000,165,1,4,high-spending users
32359182,50000,73,1,5, low_spending users
48633746,10000,32,1,1,lowest-spending users
5068831,20000,316,1,1,lowest-spending users
44126523,200000,187,1,2,moderate-spending users
40109778,20000,171,1,1,lowest-spending users
51165548,20000,106,1,1,lowest-spending users
9017730,50000,71,1,5, low_spending users
39250224,10000,62,1,1,lowest-spending users
21082222,50000,22,1,5, low_spending users
39897573,100000,325,1,0,low-moderate-spending users
17113117,10000,235,1,1,lowest-spending users
46532918,20000,200,1,1,lowest-spending users
36308078,20000,148,1,1,lowest-spending users
46616158,20000,127,1,1,lowest-spending users
28300886,10000,324,1,1,lowest-spending users
46556659,50000,288,1,5, low_spending users
47355787,50000,275,1,5, low_spending users
26647731,10000,93,1,1,lowest-spending users
53834301,20000,4,1,1,lowest-spending users
28248503,50000,344,1,5, low_spending users
53718695,20000,281,1,1,lowest-spending users
29180317,100000,279,1,0,low-moderate-spending users
40852822,20000,182,1,1,lowest-spending users
47154276,50000,179,1,5, low_spending users
52244890,50000,69,1,5, low_spending users
22465900,100000,51,1,0,low-moderate-spending users
28376446,50000,42,1,5, low_spending users
36395586,50000,358,1,5, low_spending users
23582912,20000,309,1,1,lowest-spending users
38987219,10000,249,1,1,lowest-spending users
41263567,20000,245,1,1,lowest-spending users
26768555,10000,218,1,1,lowest-spending users
41771048,20000,66,1,1,lowest-spending users
35800365,50000,21,1,5, low_spending users
41804908,100000,363,1,0,low-moderate-spending users
51260003,30000,311,1,1,lowest-spending users
35278033,20000,287,1,1,lowest-spending users
54579128,10000,221,1,1,lowest-spending users
30874431,100000,143,1,0,low-moderate-spending users
57981834,30000,110,1,1,lowest-spending users
30839466,20000,94,1,1,lowest-spending users
46833338,20000,62,1,1,lowest-spending users
49112955,10000,352,1,1,lowest-spending users
44704558,10000,344,1,1,lowest-spending users
43059063,20000,326,1,1,lowest-spending users
53257050,100000,319,1,0,low-moderate-spending users
55367459,20000,218,1,1,lowest-spending users
21758319,50000,117,1,5, low_spending users
36748369,10000,1,1,1,lowest-spending users
43489613,100000,196,1,0,low-moderate-spending users
47708507,50000,145,1,5, low_spending users
42349687,10000,98,1,1,lowest-spending users
23437920,50000,51,1,5, low_spending users
30265155,20000,318,1,1,lowest-spending users
45828540,10000,241,1,1,lowest-spending users
43206525,50000,226,1,5, low_spending users
28267003,10000,131,1,1,lowest-spending users
450416,10000,106,1,1,lowest-spending users
52882670,100000,82,1,0,low-moderate-spending users
46567193,50000,78,1,5, low_spending users
1738631,20000,31,1,1,lowest-spending users
41380023,50000,3,1,5, low_spending users
60994980,10000,15,1,1,lowest-spending users
43287773,20000,15,1,1,lowest-spending users
46256714,50000,315,1,5, low_spending users
42665384,100000,259,1,0,low-moderate-spending users
43666375,10000,211,1,1,lowest-spending users
46173557,20000,193,1,1,lowest-spending users
46892436,10000,181,1,1,lowest-spending users
34609181,100000,172,1,0,low-moderate-spending users
41093191,20000,169,1,1,lowest-spending users
